Graph,K,Seed,Cut,Epsilon,Imbalance,Time,MaxRSS,Cores,Failed
"boneS10",8,4,160029,0.03,0.005,0.207,1278344,96,0
"boneS10",91,4,766014,0.03,0.04,0.459,1314428,96,0
"boneS10",1000,5,3623246,0.03,0.074,1.085,1567972,96,0
"boneS10",128,5,967984,0.03,0.034,0.594,1314428,96,0
"boneS10",30000,5,17183038,0.03,3.656,15.458,6814008,96,0
"boneS10",37,5,434644,0.03,0.032,0.215,1310600,96,0
"boneS10",64,5,611165,0.03,0.03,0.782,1307528,96,0
"boneS10",8,5,151434,0.03,0.005,0.208,1294100,96,0
"boneS10",91,5,761764,0.03,0.031,0.227,1315208,96,0
"Bump_2911",1000,1,9315098,0.03,0.059,0.767,3445292,96,0
"Bump_2911",128,1,4498503,0.03,0.035,1.076,3217956,96,0
"Bump_2911",30000,1,27468512,0.03,3.132,11.628,5386876,96,0
"Bump_2911",37,1,2726941,0.03,0.031,0.535,3085864,96,0
"Bump_2911",64,1,3449939,0.03,0.035,0.554,3135012,96,0
"Bump_2911",8,1,1282545,0.03,0.018,0.516,3081252,96,0
"Bump_2911",91,1,3967175,0.03,0.037,0.574,3182628,96,0
"Bump_2911",1000,2,9282245,0.03,0.04,1.092,3444692,96,0
"Bump_2911",128,2,4484577,0.03,0.037,0.599,3211812,96,0
"Bump_2911",30000,2,27469495,0.03,3.019,12.687,5392424,96,0
"Bump_2911",37,2,2743464,0.03,0.029,0.537,3101220,96,0
"Bump_2911",64,2,3423814,0.03,0.031,0.559,3135012,96,0
"Bump_2911",8,2,1305060,0.03,0.01,0.509,3086328,96,0
"Bump_2911",91,2,3981307,0.03,0.035,0.573,3184436,96,0
"Bump_2911",1000,3,9312086,0.03,0.052,0.771,3434536,96,0
"Bump_2911",128,3,4489947,0.03,0.04,0.6,3219492,96,0
"Bump_2911",30000,3,27474570,0.03,2.926,11.588,5352660,96,0
"Bump_2911",37,3,2721701,0.03,0.031,0.535,3090464,96,0
"Bump_2911",64,3,3427283,0.03,0.032,0.567,3139620,96,0
"Bump_2911",8,3,1292055,0.03,0.009,0.515,3098148,96,0
"Bump_2911",91,3,3959410,0.03,0.031,0.575,3182628,96,0
"Bump_2911",1000,4,9288149,0.03,0.047,0.773,3437612,96,0
"Bump_2911",128,4,4502375,0.03,0.033,0.589,3213348,96,0
"Bump_2911",30000,4,27471025,0.03,2.957,11.745,5470720,96,0
"Bump_2911",37,4,2747183,0.03,0.026,0.537,3099684,96,0
"Bump_2911",64,4,3409760,0.03,0.038,0.558,3142692,96,0
"Bump_2911",8,4,1286472,0.03,0.012,0.509,3090472,96,0
"Bump_2911",91,4,3972919,0.03,0.036,0.569,3186048,96,0
"Bump_2911",1000,5,9311792,0.03,0.05,0.772,3449896,96,0
"Bump_2911",128,5,4515186,0.03,0.033,0.596,3216420,96,0
"Bump_2911",30000,5,27481691,0.03,3.07,11.269,5432116,96,0
"Bump_2911",37,5,2738043,0.03,0.031,0.849,3093452,96,0
"Bump_2911",64,5,3443742,0.03,0.031,0.679,3141156,96,0
"Bump_2911",8,5,1279018,0.03,0.016,0.507,3085864,96,0
"Bump_2911",91,5,3947079,0.03,0.034,0.563,3191584,96,0
"cage15",1000,1,10023362,0.03,0.166,2.442,4315200,96,0
"cage15",128,1,5786354,0.03,0.045,2.037,4365824,96,0
"cage15",30000,1,22280191,0.03,2.277,20.282,8440568,96,0
"cage15",37,1,3873473,0.03,0.034,1.913,4360240,96,0
"cage15",64,1,4695423,0.03,0.041,2.745,4326828,96,0
"cage15",8,1,2052808,0.03,0.031,3.335,4814708,96,0
"cage15",91,1,5174182,0.03,0.06,3.2,4325908,96,0
"cage15",1000,2,9991922,0.03,0.14,2.069,4249776,96,0
"cage15",128,2,5737489,0.03,0.035,2.26,4409448,96,0
"cage15",30000,2,22317492,0.03,2.282,20.405,8426180,96,0
"cage15",37,2,3816642,0.03,0.032,1.73,4317036,96,0
"cage15",64,2,4599896,0.03,0.033,1.943,4311940,96,0
"cage15",8,2,2027186,0.03,0.022,1.806,4803136,96,0
"cage15",91,2,5212512,0.03,0.046,1.914,4322248,96,0
"cage15",1000,3,10035297,0.03,0.212,2.365,4267984,96,0
"cage15",128,3,5733468,0.03,0.043,2.002,4303924,96,0
"cage15",30000,3,22315571,0.03,2.381,21.258,8435864,96,0
"cage15",37,3,3849785,0.03,0.031,1.784,4298896,96,0
"cage15",64,3,4694253,0.03,0.045,1.9,4404768,96,0
"cage15",8,3,2107216,0.03,0.014,2.724,4907244,96,0
"cage15",91,3,5093800,0.03,0.042,1.94,4343372,96,0
"cage15",1000,4,9999912,0.03,0.189,2.918,4326508,96,0
"cage15",128,4,5711655,0.03,0.055,1.981,4403360,96,0
"cage15",30000,4,22311424,0.03,2.16,20.026,8450732,96,0
"cage15",37,4,3854078,0.03,0.039,1.725,4352932,96,0
"cage15",64,4,4700738,0.03,0.033,2.879,4323588,96,0
"cage15",8,4,2092508,0.03,0.021,1.84,4788848,96,0
"cage15",91,4,5241711,0.03,0.045,1.937,4390104,96,0
"cage15",1000,5,10051571,0.03,0.133,2.052,4308880,96,0
"cage15",128,5,5693028,0.03,0.036,2.042,4364276,96,0
"cage15",30000,5,22302256,0.03,2.259,20.156,8439220,96,0
"cage15",37,5,3884836,0.03,0.031,1.733,4337372,96,0
"cage15",64,5,4614502,0.03,0.036,2.268,4301796,96,0
"cage15",8,5,2087763,0.03,0.031,1.825,4831096,96,0
"cage15",91,5,5216934,0.03,0.058,1.932,4361864,96,0
"channel-500x100x100-b050",1000,1,4091495,0.03,0.025,1.137,2576120,96,0
"channel-500x100x100-b050",128,1,1850063,0.03,0.006,1.669,2494284,96,0
"channel-500x100x100-b050",30000,1,12650287,0.03,2.68,8.411,3762896,96,0
"channel-500x100x100-b050",37,1,1016473,0.03,0.004,0.693,2473684,96,0
"channel-500x100x100-b050",64,1,1360242,0.03,0.006,0.729,2488728,96,0
"channel-500x100x100-b050",8,1,388388,0.03,0.001,0.682,2440228,96,0
"channel-500x100x100-b050",91,1,1617155,0.03,0.009,0.766,2490248,96,0
"channel-500x100x100-b050",1000,2,4087340,0.03,0.022,0.862,2569284,96,0
"channel-500x100x100-b050",128,2,1862057,0.03,0.01,1.972,2499480,96,0
"channel-500x100x100-b050",30000,2,12642630,0.03,2.792,8.687,3753348,96,0
"channel-500x100x100-b050",37,2,1033271,0.03,0.003,0.726,2473984,96,0
"channel-500x100x100-b050",64,2,1358122,0.03,0.007,0.725,2492012,96,0
"channel-500x100x100-b050",8,2,391473,0.03,0.001,1.019,2445988,96,0
"channel-500x100x100-b050",91,2,1608235,0.03,0.007,0.794,2474184,96,0
"channel-500x100x100-b050",1000,3,4087030,0.03,0.018,1.507,2574052,96,0
"channel-500x100x100-b050",128,3,1851968,0.03,0.008,0.748,2501008,96,0
"channel-500x100x100-b050",30000,3,12649156,0.03,2.511,8.315,3698892,96,0
"channel-500x100x100-b050",37,3,1032535,0.03,0.003,0.693,2478528,96,0
"channel-500x100x100-b050",64,3,1362558,0.03,0.005,0.726,2488724,96,0
"channel-500x100x100-b050",8,3,381285,0.03,0.002,0.903,2444268,96,0
"channel-500x100x100-b050",91,3,1605257,0.03,0.009,0.767,2490260,96,0
"channel-500x100x100-b050",1000,4,4089522,0.03,0.022,0.922,2580884,96,0
"channel-500x100x100-b050",128,4,1848875,0.03,0.008,0.745,2499476,96,0
"channel-500x100x100-b050",30000,4,12650838,0.03,2.561,8.647,3718076,96,0
"channel-500x100x100-b050",37,4,1034009,0.03,0.002,0.698,2476436,96,0
"channel-500x100x100-b050",64,4,1356648,0.03,0.006,0.722,2490260,96,0
"channel-500x100x100-b050",8,4,390062,0.03,0.001,0.674,2446120,96,0
"channel-500x100x100-b050",91,4,1601546,0.03,0.005,2.295,2488236,96,0
"channel-500x100x100-b050",1000,5,4099004,0.03,0.019,0.873,2577820,96,0
"channel-500x100x100-b050",128,5,1842980,0.03,0.006,0.745,2496832,96,0
"channel-500x100x100-b050",30000,5,12642746,0.03,2.892,8.947,3746436,96,0
"channel-500x100x100-b050",37,5,1034246,0.03,0.004,0.751,2479508,96,0
"channel-500x100x100-b050",64,5,1363427,0.03,0.005,0.726,2501012,96,0
"channel-500x100x100-b050",8,5,385459,0.03,0.002,0.683,2480592,96,0
"channel-500x100x100-b050",91,5,1613731,0.03,0.006,0.726,2484116,96,0
"circuit5M",1000,1,13878397,0.03,0.733,24.008,9322320,96,0
"circuit5M",128,1,10198766,0.03,0.101,19.562,9346736,96,0
"circuit5M",30000,1,21249712,0.03,3.766,31.411,9433820,96,0
"circuit5M",37,1,8081244,0.03,0.176,15.577,9316336,96,0
"circuit5M",64,1,9309868,0.03,0.401,17.846,9318412,96,0
"circuit5M",8,1,3863931,0.03,0.019,11.307,9419336,96,0
"circuit5M",91,1,9837083,0.03,0.069,18.199,9382028,96,0
"circuit5M",1000,2,13882768,0.03,0.938,22.842,9368892,96,0
"circuit5M",128,2,10207275,0.03,0.044,18.729,9402484,96,0
"circuit5M",30000,2,21264128,0.03,4.036,31.132,9265152,96,0
"circuit5M",37,2,8081235,0.03,0.109,16.005,9386184,96,0
"circuit5M",64,2,9309511,0.03,0.164,17.922,9288080,96,0
"circuit5M",8,2,3855933,0.03,0.018,10.926,9276328,96,0
"circuit5M",91,2,9857950,0.03,0.15,17.903,9305940,96,0
"circuit5M",1000,3,13900241,0.03,1.614,23.161,9281028,96,0
"circuit5M",128,3,10194355,0.03,0.239,19.441,9304208,96,0
"circuit5M",30000,3,21240355,0.03,3.804,31.583,9310040,96,0
"circuit5M",37,3,8047671,0.03,0.053,16.312,9198196,96,0
"circuit5M",64,3,9301310,0.03,0.082,17.996,9457112,96,0
"circuit5M",8,3,3849391,0.03,0.018,11.117,9465200,96,0
"circuit5M",91,3,9818852,0.03,0.048,18.74,9425216,96,0
"circuit5M",1000,4,13842354,0.03,1.824,24.587,9321856,96,0
"circuit5M",128,4,10220344,0.03,0.048,19.526,9316464,96,0
"circuit5M",30000,4,21246304,0.03,3.766,31.215,9301384,96,0
"circuit5M",37,4,8035627,0.03,0.101,15.369,9305868,96,0
"circuit5M",64,4,9316398,0.03,0.172,18.029,9169192,96,0
"circuit5M",8,4,3801320,0.03,0.772,17.69,9311344,96,0
"circuit5M",91,4,9830789,0.03,0.087,18.038,9305580,96,0
"circuit5M",1000,5,13904567,0.03,0.485,22.951,9187800,96,0
"circuit5M",128,5,10202593,0.03,0.139,19.32,9298060,96,0
"circuit5M",30000,5,21236385,0.03,3.793,30.648,9289984,96,0
"circuit5M",37,5,8075426,0.03,0.039,16.596,9310352,96,0
"circuit5M",64,5,9300759,0.03,0.158,17.953,9481240,96,0
"circuit5M",8,5,3706297,0.03,0.081,15.888,9130128,96,0
"circuit5M",91,5,9834519,0.03,0.082,19.51,9308248,96,0
"com-Friendster",1000,1,0,0.03,0,0,584103388,96,1
"com-Friendster",128,1,0,0.03,0,0,291021960,96,1
"com-Friendster",30000,1,0,0.03,0,0,279189424,96,1
"com-Friendster",37,1,0,0.03,0,0,276702244,96,1
"com-Friendster",64,1,0,0.03,0,0,276731648,96,1
"com-Friendster",8,1,0,0.03,0,0,263265952,96,1
"com-Friendster",91,1,0,0.03,0,0,291003560,96,1
"com-Friendster",1000,2,0,0.03,0,0,584594772,96,1
"com-Friendster",128,2,0,0.03,0,0,291019552,96,1
"com-Friendster",30000,2,0,0.03,0,0,279200680,96,1
"com-Friendster",37,2,0,0.03,0,0,276671508,96,1
"com-Friendster",64,2,0,0.03,0,0,276706452,96,1
"com-Friendster",8,2,0,0.03,0,0,263272048,96,1
"com-Friendster",91,2,0,0.03,0,0,291043892,96,1
"com-Friendster",1000,3,0,0.03,0,0,584743316,96,1
"com-Friendster",128,3,0,0.03,0,0,291015136,96,1
"com-Friendster",30000,3,0,0.03,0,0,279189284,96,1
"com-Friendster",37,3,0,0.03,0,0,276693184,96,1
"com-Friendster",64,3,0,0.03,0,0,276707864,96,1
"com-Friendster",8,3,0,0.03,0,0,263254780,96,1
"com-Friendster",91,3,0,0.03,0,0,291017668,96,1
"com-Friendster",1000,4,0,0.03,0,0,584523432,96,1
"com-Friendster",128,4,0,0.03,0,0,291005760,96,1
"com-Friendster",30000,4,0,0.03,0,0,260382820,96,1
"com-Friendster",37,4,0,0.03,0,0,276700172,96,1
"com-Friendster",64,4,0,0.03,0,0,276685328,96,1
"com-Friendster",8,4,0,0.03,0,0,263276228,96,1
"com-Friendster",91,4,0,0.03,0,0,291034696,96,1
"com-Friendster",1000,5,0,0.03,0,0,584760532,96,1
"com-Friendster",128,5,0,0.03,0,0,291001876,96,1
"com-Friendster",30000,5,0,0.03,0,0,279191936,96,1
"com-Friendster",37,5,0,0.03,0,0,276679312,96,1
"com-Friendster",64,5,0,0.03,0,0,276701300,96,1
"com-Friendster",8,5,0,0.03,0,0,263275760,96,1
"com-Friendster",91,5,0,0.03,0,0,291029964,96,1
"com-lj.ungraph",1000,1,14796085,0.03,0.326,5.277,6485768,96,0
"com-lj.ungraph",128,1,11621255,0.03,0.091,4.463,6423476,96,0
"com-lj.ungraph",30000,1,20888049,0.03,2.434,23.952,16062868,96,0
"com-lj.ungraph",37,1,9696593,0.03,0.092,4.851,7078620,96,0
"com-lj.ungraph",64,1,10606846,0.03,0.072,4.622,7110628,96,0
"com-lj.ungraph",8,1,5442174,0.03,0.038,4.477,8407676,96,0
"com-lj.ungraph",91,1,11069846,0.03,0.059,4.36,6301296,96,0
"com-lj.ungraph",1000,2,14768573,0.03,0.333,6.067,6430548,96,0
"com-lj.ungraph",128,2,11555323,0.03,0.105,4.383,6292124,96,0
"com-lj.ungraph",30000,2,20884310,0.03,2.716,23.375,16088516,96,0
"com-lj.ungraph",37,2,9394756,0.03,0.084,4.371,7099724,96,0
"com-lj.ungraph",64,2,10645813,0.03,0.092,4.623,7089088,96,0
"com-lj.ungraph",8,2,5688185,0.03,0.055,4.287,8465216,96,0
"com-lj.ungraph",91,2,11106096,0.03,0.075,4.522,6341688,96,0
"com-lj.ungraph",1000,3,14774025,0.03,0.295,5.518,6509480,96,0
"com-lj.ungraph",128,3,11575666,0.03,0.085,4.255,6444432,96,0
"com-lj.ungraph",30000,3,20884349,0.03,2.85,23.775,16027576,96,0
"com-lj.ungraph",37,3,9480825,0.03,0.089,4.547,7052492,96,0
"com-lj.ungraph",64,3,10485779,0.03,0.066,4.493,7108156,96,0
"com-lj.ungraph",8,3,5526961,0.03,0.054,4.307,8403656,96,0
"com-lj.ungraph",91,3,11048528,0.03,0.121,4.204,6324360,96,0
"com-lj.ungraph",1000,4,14766352,0.03,0.28,5.127,6530800,96,0
"com-lj.ungraph",128,4,11554321,0.03,0.18,4.425,6352428,96,0
"com-lj.ungraph",30000,4,20896576,0.03,2.523,23.506,16101152,96,0
"com-lj.ungraph",37,4,9359063,0.03,0.073,5.436,7083012,96,0
"com-lj.ungraph",64,4,10756795,0.03,0.077,4.48,6973580,96,0
"com-lj.ungraph",8,4,5572043,0.03,0.061,4.208,8470988,96,0
"com-lj.ungraph",91,4,11049725,0.03,0.09,4.396,6387624,96,0
"com-lj.ungraph",1000,5,14795159,0.03,0.363,5.371,6447484,96,0
"com-lj.ungraph",128,5,11692522,0.03,0.083,4.623,6353648,96,0
"com-lj.ungraph",30000,5,20901127,0.03,1.616,23.309,16014556,96,0
"com-lj.ungraph",37,5,9416934,0.03,0.062,4.43,7093312,96,0
"com-lj.ungraph",64,5,10573524,0.03,0.052,6.335,7013708,96,0
"com-lj.ungraph",8,5,5657113,0.03,0.05,4.269,8437156,96,0
"com-lj.ungraph",91,5,11022706,0.03,0.096,4.529,6433660,96,0
"com-orkut.ungraph",1000,1,72040205,0.03,0.866,17.235,18664088,96,0
"com-orkut.ungraph",128,1,54697316,0.03,0.173,14.154,18900296,96,0
"com-orkut.ungraph",30000,1,95656450,0.03,10.824,77.773,52241764,96,0
"com-orkut.ungraph",37,1,41219160,0.03,0.175,12.813,18835112,96,0
"com-orkut.ungraph",64,1,46820855,0.03,0.244,14.233,19001176,96,0
"com-orkut.ungraph",8,1,23723336,0.03,0.072,13.587,22024168,96,0
"com-orkut.ungraph",91,1,51099181,0.03,0.246,14.738,19069056,96,0
"com-orkut.ungraph",1000,2,71966725,0.03,1.009,17.501,19101296,96,0
"com-orkut.ungraph",128,2,54827132,0.03,0.264,14.567,19310168,96,0
"com-orkut.ungraph",30000,2,95738048,0.03,5.034,77.585,52204708,96,0
"com-orkut.ungraph",37,2,41103556,0.03,0.31,13.327,18758772,96,0
"com-orkut.ungraph",64,2,47143092,0.03,0.347,13.849,18780000,96,0
"com-orkut.ungraph",8,2,23452823,0.03,0.139,12.892,22327668,96,0
"com-orkut.ungraph",91,2,50785917,0.03,0.552,14.186,18963780,96,0
"com-orkut.ungraph",1000,3,72094038,0.03,1.66,17.945,18625256,96,0
"com-orkut.ungraph",128,3,55170583,0.03,0.36,14.107,19090684,96,0
"com-orkut.ungraph",30000,3,95714498,0.03,8.803,75.4,52110448,96,0
"com-orkut.ungraph",37,3,41007765,0.03,0.358,13.323,19030404,96,0
"com-orkut.ungraph",64,3,47703215,0.03,0.201,14.137,19254956,96,0
"com-orkut.ungraph",8,3,23767737,0.03,0.134,14.362,22069844,96,0
"com-orkut.ungraph",91,3,50850177,0.03,0.376,13.738,19050960,96,0
"com-orkut.ungraph",1000,4,71901679,0.03,0.877,17.665,18534488,96,0
"com-orkut.ungraph",128,4,55219824,0.03,0.421,13.846,19072400,96,0
"com-orkut.ungraph",30000,4,95610079,0.03,14.143,75.933,52161924,96,0
"com-orkut.ungraph",37,4,41674278,0.03,0.123,13.958,18868596,96,0
"com-orkut.ungraph",64,4,47518939,0.03,0.288,13.43,19025840,96,0
"com-orkut.ungraph",8,4,23332580,0.03,0.071,13.355,22107600,96,0
"com-orkut.ungraph",91,4,50741997,0.03,0.43,13.82,19092944,96,0
"com-orkut.ungraph",1000,5,72395672,0.03,1.206,17.578,18555548,96,0
"com-orkut.ungraph",128,5,54989527,0.03,0.324,15.103,19183544,96,0
"com-orkut.ungraph",30000,5,95607026,0.03,17.17,75.646,52199180,96,0
"com-orkut.ungraph",37,5,41347659,0.03,0.291,14.359,19178928,96,0
"com-orkut.ungraph",64,5,47305452,0.03,0.289,13.668,19208344,96,0
"com-orkut.ungraph",8,5,23358030,0.03,0.086,12.764,22309828,96,0
"com-orkut.ungraph",91,5,51392141,0.03,0.295,14.06,19092288,96,0
"Cube_Coup_dt6",1000,1,10814740,0.03,0.042,0.807,3626568,96,0
"Cube_Coup_dt6",128,1,5051929,0.03,0.037,0.537,3231816,96,0
"Cube_Coup_dt6",30000,1,32192346,0.03,3.49,19.342,10090416,96,0
"Cube_Coup_dt6",37,1,2973837,0.03,0.03,0.488,3036744,96,0
"Cube_Coup_dt6",64,1,3804940,0.03,0.031,0.836,3140164,96,0
"Cube_Coup_dt6",8,1,1265215,0.03,0.018,0.644,3012164,96,0
"Cube_Coup_dt6",91,1,4392358,0.03,0.034,2.339,3185088,96,0
"Cube_Coup_dt6",1000,2,10821693,0.03,0.056,1.102,3642276,96,0
"Cube_Coup_dt6",128,2,5065095,0.03,0.034,0.543,3231812,96,0
"Cube_Coup_dt6",30000,2,32200858,0.03,3.49,19.005,10105584,96,0
"Cube_Coup_dt6",37,2,2920014,0.03,0.035,0.494,3052096,96,0
"Cube_Coup_dt6",64,2,3795223,0.03,0.03,0.52,3138116,96,0
"Cube_Coup_dt6",8,2,1270494,0.03,0.021,0.921,3019168,96,0
"Cube_Coup_dt6",91,2,4411224,0.03,0.038,0.519,3188804,96,0
"Cube_Coup_dt6",1000,3,10813814,0.03,0.048,1.296,3633808,96,0
"Cube_Coup_dt6",128,3,5055338,0.03,0.038,0.542,3225660,96,0
"Cube_Coup_dt6",30000,3,32191710,0.03,3.31,18.619,10110776,96,0
"Cube_Coup_dt6",37,3,2944667,0.03,0.03,0.486,3042884,96,0
"Cube_Coup_dt6",64,3,3799577,0.03,0.031,0.507,3148868,96,0
"Cube_Coup_dt6",8,3,1253616,0.03,0.027,1.069,3006356,96,0
"Cube_Coup_dt6",91,3,4435176,0.03,0.032,1.205,3190112,96,0
"Cube_Coup_dt6",1000,4,10816128,0.03,0.045,0.775,3635936,96,0
"Cube_Coup_dt6",128,4,5046923,0.03,0.032,0.536,3221060,96,0
"Cube_Coup_dt6",30000,4,32190799,0.03,3.241,18.812,10305008,96,0
"Cube_Coup_dt6",37,4,2941083,0.03,0.032,0.483,3041348,96,0
"Cube_Coup_dt6",64,4,3815677,0.03,0.033,0.972,3149252,96,0
"Cube_Coup_dt6",8,4,1269822,0.03,0.008,1.974,3014128,96,0
"Cube_Coup_dt6",91,4,4386787,0.03,0.031,0.522,3191876,96,0
"Cube_Coup_dt6",1000,5,10821671,0.03,0.048,0.957,3629724,96,0
"Cube_Coup_dt6",128,5,5044476,0.03,0.036,0.542,3224132,96,0
"Cube_Coup_dt6",30000,5,32193560,0.03,3.449,18.781,9897684,96,0
"Cube_Coup_dt6",37,5,2961852,0.03,0.032,0.487,3032604,96,0
"Cube_Coup_dt6",64,5,3790977,0.03,0.033,0.507,3138116,96,0
"Cube_Coup_dt6",8,5,1269664,0.03,0.01,1.157,3012552,96,0
"Cube_Coup_dt6",91,5,4377660,0.03,0.035,0.521,3188804,96,0
"delaunay_n24",1000,1,497206,0.03,0.023,1.661,3346624,96,0
"delaunay_n24",128,1,173982,0.03,0.008,1.706,3325252,96,0
"delaunay_n24",30000,1,2661842,0.03,3.486,5.902,3759864,96,0
"delaunay_n24",37,1,87280,0.03,0.001,1.493,3319948,96,0
"delaunay_n24",64,1,118986,0.03,0.001,2.184,3318692,96,0
"delaunay_n24",8,1,32532,0.03,0,1.896,3350528,96,0
"delaunay_n24",91,1,144859,0.03,0.002,3.292,3302148,96,0
"delaunay_n24",1000,2,496783,0.03,0.022,1.741,3328212,96,0
"delaunay_n24",128,2,175443,0.03,0.002,1.7,3321900,96,0
"delaunay_n24",30000,2,2662055,0.03,3.485,6.53,3757980,96,0
"delaunay_n24",37,2,88190,0.03,0.001,1.614,3313912,96,0
"delaunay_n24",64,2,118408,0.03,0.001,2.035,3326496,96,0
"delaunay_n24",8,2,31900,0.03,0,1.787,3327748,96,0
"delaunay_n24",91,2,145234,0.03,0.002,2.157,3322704,96,0
"delaunay_n24",1000,3,499053,0.03,0.023,1.913,3335684,96,0
"delaunay_n24",128,3,174156,0.03,0.004,1.692,3330416,96,0
"delaunay_n24",30000,3,2660889,0.03,3.467,6.504,3747728,96,0
"delaunay_n24",37,3,88003,0.03,0.001,1.487,3338972,96,0
"delaunay_n24",64,3,120787,0.03,0.002,2.562,3315472,96,0
"delaunay_n24",8,3,32597,0.03,0,1.623,3327440,96,0
"delaunay_n24",91,3,144677,0.03,0.005,1.56,3333844,96,0
"delaunay_n24",1000,4,498389,0.03,0.023,1.65,3344468,96,0
"delaunay_n24",128,4,173742,0.03,0.006,1.565,3319396,96,0
"delaunay_n24",30000,4,2659167,0.03,3.315,6.666,3753388,96,0
"delaunay_n24",37,4,88527,0.03,0.001,1.51,3322024,96,0
"delaunay_n24",64,4,119931,0.03,0.002,1.492,3322700,96,0
"delaunay_n24",8,4,31809,0.03,0,1.686,3352044,96,0
"delaunay_n24",91,4,145720,0.03,0.003,1.525,3316004,96,0
"delaunay_n24",1000,5,499082,0.03,0.024,1.64,3298384,96,0
"delaunay_n24",128,5,173894,0.03,0.011,2.388,3322504,96,0
"delaunay_n24",30000,5,2662303,0.03,3.324,6.062,3762240,96,0
"delaunay_n24",37,5,87561,0.03,0.001,1.479,3342160,96,0
"delaunay_n24",64,5,118324,0.03,0.001,1.535,3320804,96,0
"delaunay_n24",8,5,32612,0.03,0,1.978,3349844,96,0
"delaunay_n24",91,5,144592,0.03,0.004,1.516,3318228,96,0
"dewiki-2013",1000,1,23114412,0.03,1.158,6.701,7506192,96,0
"dewiki-2013",128,1,18156111,0.03,0.467,4.861,5214488,96,0
"dewiki-2013",30000,1,28962327,0.03,5.343,29.415,19707156,96,0
"dewiki-2013",37,1,14815437,0.03,0.055,4.578,6033196,96,0
"dewiki-2013",64,1,16223819,0.03,0.097,4.786,6020956,96,0
"dewiki-2013",8,1,10559062,0.03,0.068,4.289,7539008,96,0
"dewiki-2013",91,1,17290197,0.03,0.152,4.887,5070068,96,0
"dewiki-2013",1000,2,23106272,0.03,0.75,7.228,7521676,96,0
"dewiki-2013",128,2,18092704,0.03,0.879,3.975,5206916,96,0
"dewiki-2013",30000,2,28949233,0.03,9.768,29.344,19693204,96,0
"dewiki-2013",37,2,14870794,0.03,0.338,4.721,6024736,96,0
"dewiki-2013",64,2,16243808,0.03,0.344,4.532,6026972,96,0
"dewiki-2013",8,2,10460919,0.03,0.043,3.954,7358948,96,0
"dewiki-2013",91,2,17273762,0.03,0.282,5.473,5165464,96,0
"dewiki-2013",1000,3,23148697,0.03,1.783,8.214,7268948,96,0
"dewiki-2013",128,3,18127998,0.03,1.385,4.506,5170008,96,0
"dewiki-2013",30000,3,28960057,0.03,5.167,29.87,19723784,96,0
"dewiki-2013",37,3,14808643,0.03,0.119,4.111,5968604,96,0
"dewiki-2013",64,3,16295644,0.03,0.646,4.412,6019752,96,0
"dewiki-2013",8,3,10454859,0.03,0.03,4.546,7375748,96,0
"dewiki-2013",91,3,17100352,0.03,0.275,4.984,5174476,96,0
"dewiki-2013",1000,4,23107282,0.03,1.124,6.839,7500480,96,0
"dewiki-2013",128,4,18245184,0.03,1.011,5.142,5180728,96,0
"dewiki-2013",30000,4,28956966,0.03,5.696,29.552,19700920,96,0
"dewiki-2013",37,4,14815587,0.03,0.236,4.342,5994988,96,0
"dewiki-2013",64,4,16294769,0.03,0.139,6.649,5992012,96,0
"dewiki-2013",8,4,10660820,0.03,0.042,4.593,7511128,96,0
"dewiki-2013",91,4,17209775,0.03,0.311,4.394,5185232,96,0
"dewiki-2013",1000,5,23155230,0.03,1.078,7.827,7489484,96,0
"dewiki-2013",128,5,18208093,0.03,0.592,4.258,5230080,96,0
"dewiki-2013",30000,5,28954274,0.03,8.397,29.334,19685384,96,0
"dewiki-2013",37,5,14703751,0.03,0.065,4.51,6021352,96,0
"dewiki-2013",64,5,16361850,0.03,0.232,4.23,6034904,96,0
"dewiki-2013",8,5,10456131,0.03,0.038,4.778,7365008,96,0
"dewiki-2013",91,5,17206912,0.03,0.289,4.382,5171436,96,0
"dielFilterV3real",1000,1,9239739,0.03,0.067,0.839,2685948,96,0
"dielFilterV3real",128,1,3678906,0.03,0.032,0.77,2326976,96,0
"dielFilterV3real",30000,1,28244212,0.03,3.788,24.232,11293748,96,0
"dielFilterV3real",37,1,1774838,0.03,0.03,0.404,2100996,96,0
"dielFilterV3real",64,1,2442029,0.03,0.032,0.672,2177624,96,0
"dielFilterV3real",8,1,616722,0.03,0.01,0.658,2124080,96,0
"dielFilterV3real",91,1,2985936,0.03,0.032,0.624,2222344,96,0
"dielFilterV3real",1000,2,9243269,0.03,0.077,1.315,2687324,96,0
"dielFilterV3real",128,2,3670247,0.03,0.037,0.463,2328324,96,0
"dielFilterV3real",30000,2,28247159,0.03,3.788,24.015,11375692,96,0
"dielFilterV3real",37,2,1758737,0.03,0.031,0.409,2096388,96,0
"dielFilterV3real",64,2,2431042,0.03,0.031,0.431,2190088,96,0
"dielFilterV3real",8,2,587743,0.03,0.01,0.712,2122452,96,0
"dielFilterV3real",91,2,2997302,0.03,0.03,0.941,2214828,96,0
"dielFilterV3real",1000,3,9229763,0.03,0.065,1.717,2721860,96,0
"dielFilterV3real",128,3,3716644,0.03,0.033,0.957,2326484,96,0
"dielFilterV3real",30000,3,28246279,0.03,3.788,23.5,11382108,96,0
