Graph,N,M,HierarchyLevels,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,Mtot,K,Seed,Cut,Epsilon,Imbalance,Time,TimeCoarsening,TimeSparsification,TimeInitialPartitioning,TimeUncoarsening,TimeRefinement,TimeRemaining,Cores,Timeout,Failed
recomp_sources1GB_9,2792175,24376602,11,4673824,2652092,1867538,1579144,1504684,1490806,1488872,1488872,1488872,1488872,45589050,16,5,19307369,0.030000,0.029998,0.491000,0.270000,0.010000,0.065000,0.015000,0.095000,0.036000,32,0,0
recomp_sources1GB_9,2792175,24376602,14,4663436,1840588,631574,225198,146678,132034,127862,127730,127730,127730,33038082,3,5,10150694,0.030000,0.029998,0.438000,0.261000,0.011000,0.005000,0.009000,0.123000,0.029000,32,0,0
recomp_sources1GB_9,2792175,24376602,10,4676010,747720,624012,602350,599518,599398,599398,599396,599396,599396,34623196,37,5,21339635,0.030000,0.029987,0.464000,0.277000,0.011000,0.046000,0.011000,0.085000,0.034000,32,0,0
recomp_sources1GB_9,2792175,24376602,9,4685578,762520,657230,642270,640754,640722,640716,640714,640714,640714,34327820,64,5,22121674,0.030000,0.029981,0.472000,0.285000,0.010000,0.061000,0.008000,0.076000,0.032000,32,0,0
recomp_sources1GB_9,2792175,24376602,13,4667906,2235246,1171866,719292,595046,563302,556282,556250,556250,556250,38223042,7,5,14532871,0.030000,0.029999,0.469000,0.275000,0.010000,0.022000,0.011000,0.119000,0.032000,32,0,0
recomp_sources1GB_9,2792175,24376602,12,4668944,2319480,1277384,847202,725206,697842,692890,692764,692764,692764,39069370,8,5,15621147,0.030000,0.029998,0.446000,0.268000,0.010000,0.025000,0.011000,0.101000,0.031000,32,0,0
rmat_N23_M27_a0.5_b0.3_c0.1_seed42,8211449,267366000,13,52763656,10421782,1394998,1045238,1025702,1020098,1019820,1019722,1019720,1019720,342175616,16,1,110914562,0.030000,0.029999,2.796000,1.535000,0.038000,0.065000,0.020000,1.010000,0.128000,32,0,0
rmat_N23_M27_a0.5_b0.3_c0.1_seed42,8211449,267366000,17,52760690,10397588,5978156,2128696,715096,292628,236504,210264,199236,191536,341791666,3,1,77412118,0.030000,0.030000,2.651000,1.533000,0.035000,0.007000,0.017000,0.935000,0.124000,32,0,0
rmat_N23_M27_a0.5_b0.3_c0.1_seed42,8211449,267366000,12,52755884,10371740,1429476,1330038,1312300,1308210,1307486,1307302,1307250,1307230,343717344,37,1,117016491,0.030000,0.029997,2.884000,1.557000,0.036000,0.124000,0.022000,1.017000,0.128000,32,0,0
rmat_N23_M27_a0.5_b0.3_c0.1_seed42,8211449,267366000,12,52772074,10452562,1454774,1353988,1344746,1343508,1343152,1343056,1343038,1343028,344145972,64,1,119300622,0.030000,0.029999,2.710000,1.512000,0.034000,0.121000,0.019000,0.910000,0.114000,32,0,0
rmat_N23_M27_a0.5_b0.3_c0.1_seed42,8211449,267366000,15,52767054,10435070,1385880,721158,529686,502146,497184,496574,496574,496574,338176770,7,1,100268601,0.030000,0.030000,2.826000,1.562000,0.038000,0.032000,0.020000,1.042000,0.132000,32,0,0
rmat_N23_M27_a0.5_b0.3_c0.1_seed42,8211449,267366000,14,52772004,10403434,1384958,748660,593668,562740,555626,555050,555048,555044,338272408,8,1,102329400,0.030000,0.030000,2.843000,1.571000,0.037000,0.025000,0.020000,1.056000,0.134000,32,0,0
rmat_N23_M27_a0.5_b0.3_c0.1_seed42,8211449,267366000,13,52760942,10444542,1398156,1044488,1024654,1020828,1020562,1020478,1020478,1020478,342203040,16,2,111068325,0.030000,0.029999,2.768000,1.543000,0.036000,0.064000,0.020000,0.965000,0.140000,32,0,0
rmat_N23_M27_a0.5_b0.3_c0.1_seed42,8211449,267366000,17,52739102,10388254,6028832,2230036,700954,291694,227770,209472,199376,196708,341951780,3,2,77304466,0.030000,0.030000,2.716000,1.547000,0.035000,0.007000,0.020000,0.976000,0.131000,32,0,0
rmat_N23_M27_a0.5_b0.3_c0.1_seed42,8211449,267366000,12,52761012,10361760,1422616,1326392,1305370,1301138,1300386,1300166,1300116,1300092,343645230,37,2,116905965,0.030000,0.029997,2.845000,1.553000,0.036000,0.100000,0.021000,0.995000,0.140000,32,0,0
rmat_N23_M27_a0.5_b0.3_c0.1_seed42,8211449,267366000,11,52752688,10402036,1446434,1346188,1337352,1336158,1335826,1335750,1335700,1335688,342665508,64,2,119291701,0.030000,0.029999,2.843000,1.637000,0.033000,0.127000,0.016000,0.889000,0.141000,32,0,0
rmat_N23_M27_a0.5_b0.3_c0.1_seed42,8211449,267366000,15,52740510,10436604,1388486,706610,528628,497714,491218,490798,490290,490290,338078598,7,2,100418824,0.030000,0.030000,2.833000,1.547000,0.038000,0.032000,0.020000,1.077000,0.119000,32,0,0
rmat_N23_M27_a0.5_b0.3_c0.1_seed42,8211449,267366000,14,52738294,10430004,1380264,747918,592220,573106,569478,569478,569478,569478,338383630,8,2,102421356,0.030000,0.030000,2.825000,1.549000,0.038000,0.034000,0.020000,1.057000,0.127000,32,0,0
rmat_N23_M27_a0.5_b0.3_c0.1_seed42,8211449,267366000,13,52757278,10438056,1394680,1049634,1029488,1027358,1023724,1023670,1023668,1023662,342228198,16,3,111016253,0.030000,0.029999,2.761000,1.559000,0.037000,0.064000,0.022000,0.947000,0.132000,32,0,0
rmat_N23_M27_a0.5_b0.3_c0.1_seed42,8211449,267366000,17,52743996,10401888,5983820,2151972,709038,310848,234248,216960,201762,197314,341850842,3,3,77377705,0.030000,0.030000,2.675000,1.557000,0.036000,0.008000,0.018000,0.928000,0.128000,32,0,0
rmat_N23_M27_a0.5_b0.3_c0.1_seed42,8211449,267366000,12,52726186,10389468,1429264,1330662,1313334,1310822,1310166,1310008,1309948,1309936,343725630,37,3,116970310,0.030000,0.029997,2.836000,1.521000,0.036000,0.108000,0.022000,1.013000,0.136000,32,0,0
rmat_N23_M27_a0.5_b0.3_c0.1_seed42,8211449,267366000,11,52767654,10391476,1448582,1347504,1338652,1337454,1337154,1337056,1337028,1337010,342682580,64,3,119284209,0.030000,0.029999,2.746000,1.532000,0.034000,0.132000,0.018000,0.900000,0.130000,32,0,0
rmat_N23_M27_a0.5_b0.3_c0.1_seed42,8211449,267366000,15,52754514,10382694,1379448,698674,531746,503624,497620,497110,497110,497110,338091200,7,3,100502199,0.030000,0.030000,2.847000,1.561000,0.038000,0.033000,0.018000,1.057000,0.140000,32,0,0
rmat_N23_M27_a0.5_b0.3_c0.1_seed42,8211449,267366000,14,52746822,10431846,1380934,760042,589000,570968,561768,559296,559008,559008,338320724,8,3,102564766,0.030000,0.030000,2.809000,1.555000,0.039000,0.030000,0.020000,1.041000,0.124000,32,0,0
rmat_N23_M27_a0.5_b0.3_c0.1_seed42,8211449,267366000,13,52719932,10377952,1386430,1045184,1022344,1017046,1016780,1016702,1016702,1016702,342051880,16,4,110995522,0.030000,0.029999,2.747000,1.529000,0.039000,0.062000,0.018000,0.955000,0.144000,32,0,0
rmat_N23_M27_a0.5_b0.3_c0.1_seed42,8211449,267366000,17,52725156,10422316,5871120,2143330,701126,313106,233916,213524,201494,198084,341752576,3,4,77359084,0.030000,0.030000,2.688000,1.544000,0.037000,0.008000,0.019000,0.959000,0.121000,32,0,0
rmat_N23_M27_a0.5_b0.3_c0.1_seed42,8211449,267366000,12,52755690,10386836,1420830,1322538,1304744,1301884,1301266,1301092,1301042,1301014,343664960,37,4,117038184,0.030000,0.029997,2.898000,1.545000,0.036000,0.117000,0.026000,1.038000,0.136000,32,0,0
rmat_N23_M27_a0.5_b0.3_c0.1_seed42,8211449,267366000,11,52768842,10411958,1437560,1336388,1327016,1325510,1325170,1325084,1325048,1325046,342598652,64,4,119300103,0.030000,0.029999,2.727000,1.514000,0.034000,0.128000,0.020000,0.904000,0.127000,32,0,0
rmat_N23_M27_a0.5_b0.3_c0.1_seed42,8211449,267366000,15,52736898,10337454,1369844,708816,528164,493120,483124,482998,478676,478676,337857150,7,4,99902745,0.030000,0.030000,2.802000,1.558000,0.039000,0.026000,0.019000,1.046000,0.114000,32,0,0
rmat_N23_M27_a0.5_b0.3_c0.1_seed42,8211449,267366000,14,52746606,10423830,1383220,747010,592986,568752,561504,560972,560972,560972,338316712,8,4,102235246,0.030000,0.030000,2.848000,1.556000,0.038000,0.031000,0.016000,1.080000,0.127000,32,0,0
rmat_N23_M27_a0.5_b0.3_c0.1_seed42,8211449,267366000,13,52744566,10420318,1396760,1046134,1026148,1019930,1019548,1019500,1019500,1019500,342156402,16,5,110967856,0.030000,0.029999,2.799000,1.544000,0.037000,0.061000,0.019000,0.990000,0.148000,32,0,0
rmat_N23_M27_a0.5_b0.3_c0.1_seed42,8211449,267366000,17,52750094,10420450,6006050,2151226,694236,309758,234578,214766,205198,200648,341928156,3,5,77261910,0.030000,0.030000,2.713000,1.547000,0.036000,0.007000,0.020000,0.980000,0.123000,32,0,0
rmat_N23_M27_a0.5_b0.3_c0.1_seed42,8211449,267366000,12,52750054,10385382,1429790,1330206,1312988,1308708,1307968,1307740,1307648,1307634,343729378,37,5,117041133,0.030000,0.029997,2.852000,1.544000,0.036000,0.116000,0.022000,1.010000,0.124000,32,0,0
rmat_N23_M27_a0.5_b0.3_c0.1_seed42,8211449,267366000,11,52753248,10411172,1445164,1343114,1333362,1332126,1331778,1331678,1331634,1331622,342642520,64,5,119279727,0.030000,0.029999,2.719000,1.506000,0.034000,0.126000,0.017000,0.900000,0.136000,32,0,0
rmat_N23_M27_a0.5_b0.3_c0.1_seed42,8211449,267366000,15,52752240,10382054,1383968,703310,527438,498098,489914,486398,486346,486346,337993842,7,5,100387732,0.030000,0.030000,2.872000,1.584000,0.038000,0.031000,0.019000,1.067000,0.133000,32,0,0
rmat_N23_M27_a0.5_b0.3_c0.1_seed42,8211449,267366000,14,52747096,10408292,1380844,749142,590920,567166,561340,559990,559990,559990,338290722,8,5,102290136,0.030000,0.030000,2.861000,1.575000,0.037000,0.035000,0.017000,1.051000,0.146000,32,0,0
rmat_N24_M28_a0.5_b0.3_c0.1_seed42,16385432,535317860,16,106062790,21065382,16416930,9346420,5992934,5136508,4907590,4855684,4835002,4834710,747780020,16,1,225006775,0.030000,0.030000,6.770000,4.191000,0.070000,0.108000,0.034000,2.009000,0.358000,32,0,0
rmat_N24_M28_a0.5_b0.3_c0.1_seed42,16385432,535317860,18,106008756,21029838,12921180,4270604,1232482,396816,273166,244060,224216,212728,683780106,3,1,154949057,0.030000,0.030000,6.544000,4.068000,0.072000,0.008000,0.027000,1.911000,0.458000,32,0,0
rmat_N24_M28_a0.5_b0.3_c0.1_seed42,16385432,535317860,15,106043814,21005140,16907696,3364308,3180342,3155820,3150700,3150076,3149884,3149840,717324660,37,1,234540798,0.030000,0.030000,6.508000,3.918000,0.069000,0.203000,0.027000,1.952000,0.339000,32,0,0
rmat_N24_M28_a0.5_b0.3_c0.1_seed42,16385432,535317860,12,106027818,20960528,2806832,2566610,2538734,2535270,2534612,2534386,2534318,2534282,687959798,64,1,238796524,0.030000,0.029999,6.461000,3.996000,0.070000,0.198000,0.028000,1.696000,0.473000,32,0,0
rmat_N24_M28_a0.5_b0.3_c0.1_seed42,16385432,535317860,17,106009550,21056844,14215294,7673614,2216748,1203288,1048986,1027060,1019710,1019180,698942382,7,1,202900474,0.030000,0.030000,6.821000,4.062000,0.071000,0.033000,0.031000,2.115000,0.509000,32,0,0
rmat_N24_M28_a0.5_b0.3_c0.1_seed42,16385432,535317860,15,106056862,21015778,2707530,1318404,863538,792982,777310,774246,773900,773896,675041786,8,1,206356182,0.030000,0.030000,6.629000,4.030000,0.079000,0.037000,0.026000,2.008000,0.449000,32,0,0
rmat_N24_M28_a0.5_b0.3_c0.1_seed42,16385432,535317860,16,105999816,21046598,16374782,9366662,5871648,5087984,4920716,4843656,4818670,4818664,747379012,16,2,224981110,0.030000,0.030000,6.879000,4.155000,0.069000,0.112000,0.035000,2.005000,0.503000,32,0,0
rmat_N24_M28_a0.5_b0.3_c0.1_seed42,16385432,535317860,18,106081670,21037686,12900296,4328914,1265286,415626,277976,234384,217872,208464,683914276,3,2,154992997,0.030000,0.030000,6.538000,4.066000,0.070000,0.007000,0.028000,1.872000,0.495000,32,0,0
rmat_N24_M28_a0.5_b0.3_c0.1_seed42,16385432,535317860,15,106033144,21076410,16942924,3358644,3169792,3142896,3139780,3139140,3138892,3138820,717292392,37,2,234926794,0.030000,0.030000,6.777000,3.969000,0.069000,0.206000,0.029000,2.043000,0.461000,32,0,0
rmat_N24_M28_a0.5_b0.3_c0.1_seed42,16385432,535317860,12,106047154,21001470,2815656,2578270,2549746,2546456,2545734,2545568,2545510,2545474,688129794,64,2,238922267,0.030000,0.029999,6.409000,3.892000,0.071000,0.193000,0.028000,1.752000,0.473000,32,0,0
rmat_N24_M28_a0.5_b0.3_c0.1_seed42,16385432,535317860,17,106035210,21044408,14159252,7521530,2208776,1228248,1087774,1038010,1021786,1021204,698832458,7,2,202876246,0.030000,0.030000,6.713000,4.041000,0.069000,0.031000,0.032000,2.133000,0.407000,32,0,0
rmat_N24_M28_a0.5_b0.3_c0.1_seed42,16385432,535317860,15,106012566,21050262,2700860,1310176,851788,776686,762478,759426,759426,759424,674858072,8,2,205701304,0.030000,0.030000,6.588000,4.056000,0.078000,0.037000,0.022000,2.118000,0.277000,32,0,0
rmat_N24_M28_a0.5_b0.3_c0.1_seed42,16385432,535317860,16,106018222,20981482,16419802,9292846,6007658,5122844,4916726,4851948,4820228,4814054,747447904,16,3,224886275,0.030000,0.030000,6.857000,4.131000,0.070000,0.122000,0.033000,2.017000,0.484000,32,0,0
rmat_N24_M28_a0.5_b0.3_c0.1_seed42,16385432,535317860,18,106010676,20933906,12877090,4090270,1235260,419804,273344,235212,221438,214144,683498668,3,3,155122773,0.030000,0.030000,6.498000,4.060000,0.071000,0.007000,0.029000,1.892000,0.439000,32,0,0
rmat_N24_M28_a0.5_b0.3_c0.1_seed42,16385432,535317860,15,106047778,20961612,16851150,3339170,3157320,3132054,3128630,3128054,3127860,3127822,716958420,37,3,234839632,0.030000,0.030000,6.905000,4.096000,0.066000,0.200000,0.029000,2.044000,0.470000,32,0,0
rmat_N24_M28_a0.5_b0.3_c0.1_seed42,16385432,535317860,12,106007220,21017230,2808926,2571394,2541708,2537668,2536860,2536644,2536576,2536532,688021670,64,3,238866397,0.030000,0.029999,6.370000,3.925000,0.069000,0.208000,0.027000,1.679000,0.462000,32,0,0
rmat_N24_M28_a0.5_b0.3_c0.1_seed42,16385432,535317860,17,106046452,20938552,14123240,7579004,2260772,1212788,1078098,1045936,1037678,1037672,698941698,7,3,202938451,0.030000,0.030000,6.630000,4.016000,0.070000,0.032000,0.031000,2.091000,0.390000,32,0,0
rmat_N24_M28_a0.5_b0.3_c0.1_seed42,16385432,535317860,17,106025658,20966600,14759290,7930824,2316528,1521180,1369628,1350100,1340830,1340214,703620182,8,3,211106190,0.030000,0.030000,6.619000,4.081000,0.070000,0.036000,0.035000,1.952000,0.445000,32,0,0
rmat_N24_M28_a0.5_b0.3_c0.1_seed42,16385432,535317860,16,106037480,20943522,16356910,9285048,5814718,5088534,4924840,4865180,4858952,4858938,747505546,16,4,224985860,0.030000,0.030000,6.854000,4.116000,0.071000,0.140000,0.034000,1.991000,0.502000,32,0,0
rmat_N24_M28_a0.5_b0.3_c0.1_seed42,16385432,535317860,18,106051276,21009690,12841842,4138132,1208020,409468,275454,240402,225216,217262,683635750,3,4,155000959,0.030000,0.030000,6.591000,4.060000,0.072000,0.007000,0.027000,1.931000,0.494000,32,0,0
rmat_N24_M28_a0.5_b0.3_c0.1_seed42,16385432,535317860,15,106030210,20969922,16845118,3333624,3151700,3127044,3123946,3123294,3123068,3122984,716883530,37,4,234294620,0.030000,0.030000,6.561000,3.949000,0.068000,0.176000,0.028000,1.944000,0.396000,32,0,0
rmat_N24_M28_a0.5_b0.3_c0.1_seed42,16385432,535317860,12,106055282,20975572,2812666,2577168,2549350,2546204,2545464,2545280,2545182,2545168,688105526,64,4,238867302,0.030000,0.029999,6.276000,3.855000,0.070000,0.194000,0.027000,1.721000,0.409000,32,0,0
rmat_N24_M28_a0.5_b0.3_c0.1_seed42,16385432,535317860,17,106045700,21026050,14141692,7410142,2139654,1190540,1054474,1026798,1017730,1017730,698512466,7,4,202840857,0.030000,0.030000,6.776000,4.053000,0.071000,0.036000,0.031000,2.124000,0.461000,32,0,0
rmat_N24_M28_a0.5_b0.3_c0.1_seed42,16385432,535317860,16,106018376,20975598,2715994,1332786,854224,790474,782624,778316,778276,778274,675792446,8,4,205933062,0.030000,0.030000,6.606000,4.083000,0.078000,0.039000,0.027000,2.059000,0.320000,32,0,0
rmat_N24_M28_a0.5_b0.3_c0.1_seed42,16385432,535317860,16,106050186,20995862,16519730,9379434,5944706,5162722,4902824,4836482,4813786,4813762,747557196,16,5,224855617,0.030000,0.030000,6.675000,4.061000,0.071000,0.116000,0.034000,1.921000,0.472000,32,0,0
rmat_N24_M28_a0.5_b0.3_c0.1_seed42,16385432,535317860,18,106041384,21060054,13324470,4391204,1189974,397554,267140,225564,210814,202366,684246064,3,5,155024350,0.030000,0.030000,6.341000,3.919000,0.071000,0.006000,0.028000,1.855000,0.462000,32,0,0
rmat_N24_M28_a0.5_b0.3_c0.1_seed42,16385432,535317860,15,106036782,21067946,16934572,3356222,3169464,3144396,3141558,3141004,3140750,3140710,717294814,37,5,234423684,0.030000,0.030000,6.760000,4.017000,0.069000,0.196000,0.031000,1.984000,0.463000,32,0,0
rmat_N24_M28_a0.5_b0.3_c0.1_seed42,16385432,535317860,12,106010624,20996520,2815140,2571650,2538296,2534754,2533902,2533630,2533572,2533546,687986538,64,5,238813480,0.030000,0.029999,6.299000,3.859000,0.071000,0.194000,0.025000,1.685000,0.465000,32,0,0
rmat_N24_M28_a0.5_b0.3_c0.1_seed42,16385432,535317860,17,106029610,20993566,14134358,7349616,2123082,1204148,1066620,1042608,1025400,1025390,698489952,7,5,202741665,0.030000,0.030000,6.671000,4.098000,0.071000,0.029000,0.032000,2.139000,0.302000,32,0,0
rmat_N24_M28_a0.5_b0.3_c0.1_seed42,16385432,535317860,15,106034078,21001414,2706410,1300068,845712,782620,772950,772196,772170,772166,674938474,8,5,206037231,0.030000,0.030000,6.712000,4.041000,0.077000,0.041000,0.023000,2.038000,0.492000,32,0,0
rmat_N24_M29_a0.5_b0.3_c0.1_seed42,16687370,1067929986,15,212215874,42213026,31589166,14566430,8303732,6148570,5703000,5632520,5610524,5588576,1433444230,16,1,473038458,0.030000,0.030000,11.007000,6.851000,0.068000,0.131000,0.037000,3.277000,0.643000,32,0,0
rmat_N24_M29_a0.5_b0.3_c0.1_seed42,16687370,1067929986,17,212268604,42227324,22974476,7680068,1736498,579394,380460,320270,294734,279522,1358528566,3,1,324153849,0.030000,0.030000,10.950000,7.216000,0.074000,0.008000,0.031000,2.972000,0.649000,32,0,0
rmat_N24_M29_a0.5_b0.3_c0.1_seed42,16687370,1067929986,14,212208016,42110790,33314844,5380538,5061704,5018034,5008494,5006134,5005204,5004962,1411068554,37,1,484219541,0.030000,0.030000,11.608000,6.857000,0.070000,0.231000,0.038000,3.902000,0.510000,32,0,0
rmat_N24_M29_a0.5_b0.3_c0.1_seed42,16687370,1067929986,13,212199208,42184698,8724722,7921628,7812240,7798948,7797220,7796854,7796752,7796654,1409148866,64,1,493520402,0.030000,0.029999,11.153000,6.768000,0.071000,0.484000,0.040000,3.198000,0.592000,32,0,0
rmat_N24_M29_a0.5_b0.3_c0.1_seed42,16687370,1067929986,16,212254008,42175900,27806084,11008826,2229014,1353540,1194450,1163402,1148060,1141904,1376252548,7,1,420059974,0.030000,0.030000,11.291000,6.882000,0.072000,0.037000,0.036000,3.598000,0.666000,32,0,0
rmat_N24_M29_a0.5_b0.3_c0.1_seed42,16687370,1067929986,16,212217564,42192460,29195700,11794340,2555522,1689232,1526038,1489712,1485988,1485850,1382477492,8,1,432924485,0.030000,0.030000,11.162000,6.841000,0.074000,0.036000,0.038000,3.530000,0.643000,32,0,0
rmat_N24_M29_a0.5_b0.3_c0.1_seed42,16687370,1067929986,15,212199708,42156498,31689886,14333072,8070452,6095844,5719830,5632044,5582910,5579288,1432885904,16,2,473006220,0.030000,0.030000,11.183000,6.978000,0.069000,0.132000,0.038000,3.371000,0.595000,32,0,0
rmat_N24_M29_a0.5_b0.3_c0.1_seed42,16687370,1067929986,17,212259468,42223374,22798892,7624730,1696750,601090,381744,323892,302498,289712,1358424130,3,2,324235308,0.030000,0.030000,10.587000,6.891000,0.074000,0.008000,0.030000,2.976000,0.608000,32,0,0
rmat_N24_M29_a0.5_b0.3_c0.1_seed42,16687370,1067929986,14,212172008,42183286,33227086,5278270,4971084,4922082,4912564,4909890,4909208,4908934,1409959702,37,2,484728620,0.030000,0.030000,11.600000,6.808000,0.069000,0.281000,0.034000,3.769000,0.639000,32,0,0
rmat_N24_M29_a0.5_b0.3_c0.1_seed42,16687370,1067929986,13,212196910,42225518,8759832,7937114,7831044,7817160,7815454,7815156,7815022,7815020,1409403222,64,2,493518034,0.030000,0.029999,11.186000,6.706000,0.069000,0.502000,0.038000,3.343000,0.528000,32,0,0
rmat_N24_M29_a0.5_b0.3_c0.1_seed42,16687370,1067929986,16,212208200,42168298,27808430,10678148,2241876,1366152,1212734,1172728,1155784,1155764,1376032664,7,2,420399969,0.030000,0.030000,11.263000,6.895000,0.074000,0.041000,0.035000,3.571000,0.647000,32,0,0
rmat_N24_M29_a0.5_b0.3_c0.1_seed42,16687370,1067929986,16,212279204,42167784,29189638,10822314,2358158,1678260,1525920,1495934,1488810,1488806,1381357630,8,2,433346824,0.030000,0.030000,11.119000,6.893000,0.074000,0.039000,0.035000,3.500000,0.578000,32,0,0
rmat_N24_M29_a0.5_b0.3_c0.1_seed42,16687370,1067929986,15,212215330,42062420,31706998,14065126,7774696,6016152,5700868,5597370,5572530,5572522,1432076582,16,3,472894443,0.030000,0.030000,11.075000,6.984000,0.071000,0.136000,0.039000,3.357000,0.488000,32,0,0
rmat_N24_M29_a0.5_b0.3_c0.1_seed42,16687370,1067929986,17,212238906,42136892,23136200,7604764,1739398,591116,377260,321292,295166,276988,1358525564,3,3,324274170,0.030000,0.030000,10.682000,6.926000,0.072000,0.008000,0.029000,3.091000,0.556000,32,0,0
rmat_N24_M29_a0.5_b0.3_c0.1_seed42,16687370,1067929986,14,212200362,42170326,33274510,5260308,4955988,4894410,4884396,4881660,4880944,4880744,1409735978,37,3,484647057,0.030000,0.030000,11.569000,6.871000,0.070000,0.285000,0.040000,3.835000,0.468000,32,0,0
rmat_N24_M29_a0.5_b0.3_c0.1_seed42,16687370,1067929986,13,212209384,42170748,8834114,8012378,7901320,7888828,7887514,7887164,7887028,7886974,1410156354,64,3,493457136,0.030000,0.029999,11.234000,6.720000,0.070000,0.485000,0.037000,3.232000,0.690000,32,0,0
rmat_N24_M29_a0.5_b0.3_c0.1_seed42,16687370,1067929986,16,212223724,42155298,27858182,10659098,2209678,1377654,1202062,1161192,1136160,1129138,1375816748,7,3,419692920,0.030000,0.030000,11.258000,6.852000,0.073000,0.029000,0.033000,3.664000,0.607000,32,0,0
rmat_N24_M29_a0.5_b0.3_c0.1_seed42,16687370,1067929986,16,212197908,42202718,29141780,11509150,2448994,1679658,1532806,1475730,1473022,1473016,1381902854,8,3,432810221,0.030000,0.030000,11.049000,6.889000,0.074000,0.036000,0.038000,3.524000,0.488000,32,0,0
rmat_N24_M29_a0.5_b0.3_c0.1_seed42,16687370,1067929986,15,212173914,42170498,31754108,14158834,8094650,6095736,5697548,5613882,5551280,5551258,1432547974,16,4,472969333,0.030000,0.030000,11.160000,6.877000,0.070000,0.131000,0.036000,3.405000,0.641000,32,0,0
rmat_N24_M29_a0.5_b0.3_c0.1_seed42,16687370,1067929986,17,212227508,42214164,23179574,7660842,1694552,590348,376328,322456,299068,286906,1358732084,3,4,324346453,0.030000,0.030000,10.541000,6.830000,0.073000,0.009000,0.032000,3.011000,0.586000,32,0,0
rmat_N24_M29_a0.5_b0.3_c0.1_seed42,16687370,1067929986,14,212243254,42210914,33330510,5283078,4971596,4919646,4909412,4906640,4905694,4905536,1410138066,37,4,484212108,0.030000,0.030000,11.911000,6.965000,0.071000,0.268000,0.043000,3.887000,0.677000,32,0,0
rmat_N24_M29_a0.5_b0.3_c0.1_seed42,16687370,1067929986,13,212198412,42192324,8801478,7970698,7862934,7845920,7844306,7843864,7843804,7843726,1409708618,64,4,493446541,0.030000,0.029999,11.293000,6.769000,0.072000,0.545000,0.038000,3.200000,0.669000,32,0,0
rmat_N24_M29_a0.5_b0.3_c0.1_seed42,16687370,1067929986,16,212224532,42063834,27609318,10868312,2312186,1399350,1218322,1164790,1150370,1149628,1375988388,7,4,419984322,0.030000,0.030000,11.375000,6.841000,0.071000,0.030000,0.033000,3.720000,0.680000,32,0,0
rmat_N24_M29_a0.5_b0.3_c0.1_seed42,16687370,1067929986,16,212213690,42223224,29095474,11232530,2493350,1700888,1530750,1480012,1471774,1471766,1381673932,8,4,433051851,0.030000,0.030000,11.309000,6.898000,0.073000,0.041000,0.029000,3.592000,0.676000,32,0,0
rmat_N24_M29_a0.5_b0.3_c0.1_seed42,16687370,1067929986,15,212226820,42156984,31521318,14420514,8248848,6158362,5710696,5620310,5598038,5598014,1433179932,16,5,473044643,0.030000,0.030000,10.971000,6.954000,0.070000,0.127000,0.038000,3.218000,0.564000,32,0,0
rmat_N24_M29_a0.5_b0.3_c0.1_seed42,16687370,1067929986,17,212249548,42155546,23012304,7850362,1745248,589686,390626,327956,301420,283202,1358683272,3,5,324242547,0.030000,0.030000,10.639000,6.896000,0.074000,0.008000,0.034000,2.997000,0.630000,32,0,0
rmat_N24_M29_a0.5_b0.3_c0.1_seed42,16687370,1067929986,14,212283430,42238618,33340966,5313312,5001368,4953558,4943732,4941258,4940568,4940300,1410588000,37,5,484567512,0.030000,0.030000,11.681000,6.900000,0.070000,0.283000,0.042000,3.821000,0.565000,32,0,0
rmat_N24_M29_a0.5_b0.3_c0.1_seed42,16687370,1067929986,13,212149582,42218088,8821770,8002896,7904170,7894104,7892724,7892364,7892316,7892272,1410167062,64,5,493492083,0.030000,0.029999,11.142000,6.700000,0.071000,0.538000,0.038000,3.148000,0.647000,32,0,0
rmat_N24_M29_a0.5_b0.3_c0.1_seed42,16687370,1067929986,16,212242298,42237070,27829966,11131338,2303006,1387572,1220728,1162952,1135454,1132570,1376508336,7,5,420146176,0.030000,0.030000,11.290000,6.964000,0.073000,0.037000,0.036000,3.549000,0.631000,32,0,0
rmat_N24_M29_a0.5_b0.3_c0.1_seed42,16687370,1067929986,16,212258114,42128308,29066432,11505198,2498480,1698594,1530480,1502888,1485898,1485276,1382001278,8,5,433244401,0.030000,0.030000,11.188000,6.792000,0.072000,0.037000,0.036000,3.581000,0.670000,32,0,0
rmat_n25_m28,27089643,536831408,15,106910456,21243750,3741062,3031078,681930,622552,599870,594994,594622,594598,678419280,16,1,213277706,0.030000,0.030000,5.716000,2.774000,0.115000,0.046000,0.035000,2.498000,0.248000,32,0,0
rmat_n25_m28,27089643,536831408,18,106915750,21255004,3745262,3033608,2717018,1387532,407508,215742,183010,170434,678136646,3,1,146429420,0.030000,0.030000,5.564000,2.769000,0.116000,0.007000,0.033000,2.392000,0.247000,32,0,0
rmat_n25_m28,27089643,536831408,14,106932412,21301984,3755142,3046878,685458,641592,632774,631870,631808,631778,678250076,37,1,224859034,0.030000,0.000076,6.073000,2.814000,0.116000,0.068000,0.045000,2.777000,0.253000,32,0,0
rmat_n25_m28,27089643,536831408,13,106936040,21292256,3746338,3037640,687790,650978,645154,644722,644640,644550,677694874,64,1,229983384,0.030000,0.000007,5.644000,2.769000,0.114000,0.070000,0.034000,2.396000,0.261000,32,0,0
