Graph,N,M,HierarchyLevels,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,Mtot,K,Seed,Cut,Epsilon,Imbalance,Time,TimeCoarsening,TimeSparsification,TimeInitialPartitioning,TimeUncoarsening,TimeRefinement,TimeRemaining,Cores,Timeout,Failed
com-Friendster,65608366,3612134270,17,720827048,143908758,99752798,56123154,15452606,6128400,4794956,4589734,4560610,4560576,4704756914,16,5,601145352,0.030000,0.030000,23.316000,15.653000,0.279000,0.101000,0.089000,5.849000,1.345000,32,0,0
com-Friendster,65608366,3612134270,20,721048344,143896496,98469744,46966840,5081240,564162,247292,203920,196280,195344,4630957352,3,5,318394301,0.030000,0.030000,21.247000,15.592000,0.277000,0.006000,0.083000,3.878000,1.411000,32,0,0
com-Friendster,65608366,3612134270,16,720984158,143971878,101050354,62959982,29718676,19335110,17558532,17218234,17188640,17184188,4862409028,37,5,709031485,0.030000,0.029999,23.513000,15.199000,0.275000,0.398000,0.093000,6.285000,1.263000,32,0,0
com-Friendster,65608366,3612134270,15,720879008,143923950,102011956,68642316,42915616,34944770,33458114,33278312,33277080,33277064,5025127744,64,5,796613048,0.030000,0.029998,25.348000,15.461000,0.280000,0.938000,0.101000,7.086000,1.482000,32,0,0
com-Friendster,65608366,3612134270,18,720905134,143932854,98515772,50951204,8544538,1865932,1149320,1044496,1015486,1011538,4649162804,7,5,482596057,0.030000,0.030000,24.027000,15.504000,0.278000,0.027000,0.092000,6.858000,1.268000,32,0,0
com-Friendster,65608366,3612134270,18,720909510,143904558,98510018,51737696,9306096,2235002,1472954,1362634,1336874,1336846,4654941164,8,5,478231683,0.030000,0.030000,23.014000,15.137000,0.276000,0.032000,0.092000,6.225000,1.252000,32,0,0
com-lj.ungraph,3997962,69362378,14,13829074,7764640,4560358,2920748,2185806,2015632,1996528,1995032,1995030,1995030,118600376,16,1,7475391,0.030000,0.029998,0.651000,0.380000,0.008000,0.068000,0.020000,0.134000,0.041000,32,0,0
com-lj.ungraph,3997962,69362378,16,13835424,7566264,4166040,2238174,704528,269296,192608,174650,173032,173032,99893606,3,1,4217176,0.030000,0.030000,0.553000,0.366000,0.008000,0.007000,0.012000,0.116000,0.044000,32,0,0
com-lj.ungraph,3997962,69362378,12,13829814,7788778,4776896,3499782,3143592,3087724,3085810,3085808,3085802,3085800,124003776,37,1,10000117,0.030000,0.029992,0.767000,0.385000,0.008000,0.151000,0.022000,0.159000,0.042000,32,0,0
com-lj.ungraph,3997962,69362378,12,13825308,7902564,5003914,4005152,3789786,3768998,3768622,3768600,3768584,3768578,130269630,64,1,10601057,0.030000,0.029998,0.938000,0.501000,0.008000,0.210000,0.015000,0.163000,0.041000,32,0,0
com-lj.ungraph,3997962,69362378,15,13826990,7675468,4347360,2545788,1301752,895878,825366,816316,816316,816316,107311496,7,1,5858800,0.030000,0.029999,0.610000,0.370000,0.008000,0.035000,0.017000,0.135000,0.045000,32,0,0
com-lj.ungraph,3997962,69362378,15,13823622,7698016,4383000,2590778,1441828,1068158,989614,984526,984526,984526,109233596,8,1,5809282,0.030000,0.029998,0.601000,0.368000,0.008000,0.034000,0.017000,0.134000,0.040000,32,0,0
com-lj.ungraph,3997962,69362378,14,13827706,7699242,4513304,2930138,2195596,2014656,1989302,1989292,1989290,1989288,118457344,16,2,7418201,0.030000,0.029998,0.648000,0.376000,0.008000,0.069000,0.020000,0.132000,0.043000,32,0,0
com-lj.ungraph,3997962,69362378,16,13820730,7692410,4225004,2294304,725382,268584,197852,179506,172458,172456,100145800,3,2,4056412,0.030000,0.030000,0.664000,0.464000,0.008000,0.008000,0.015000,0.130000,0.039000,32,0,0
com-lj.ungraph,3997962,69362378,12,13831904,7791820,4743896,3495028,3138194,3082684,3080538,3080528,3080524,3080524,123929066,37,2,9763404,0.030000,0.029992,0.753000,0.390000,0.008000,0.136000,0.018000,0.157000,0.044000,32,0,0
com-lj.ungraph,3997962,69362378,12,13832926,7854448,5001366,4002932,3792306,3766616,3765582,3765572,3765562,3765560,130206364,64,2,10754751,0.030000,0.029998,0.835000,0.400000,0.008000,0.210000,0.018000,0.155000,0.044000,32,0,0
com-lj.ungraph,3997962,69362378,15,13826062,7684496,4366534,2492402,1301954,883502,814506,808026,804652,804650,107172412,7,2,5515777,0.030000,0.029999,0.602000,0.360000,0.008000,0.030000,0.016000,0.140000,0.048000,32,0,0
com-lj.ungraph,3997962,69362378,15,13824010,7734104,4361286,2570480,1423610,1058116,988824,977894,977890,977886,109145908,8,2,5948924,0.030000,0.030000,0.600000,0.365000,0.008000,0.033000,0.017000,0.132000,0.045000,32,0,0
com-lj.ungraph,3997962,69362378,14,13820600,7674112,4540878,2910640,2193658,2016428,1992004,1991264,1991260,1991258,118449512,16,3,7446800,0.030000,0.029998,0.658000,0.380000,0.008000,0.069000,0.021000,0.136000,0.044000,32,0,0
com-lj.ungraph,3997962,69362378,16,13836680,7591268,4165268,2214308,746746,276338,194744,177742,173434,173432,99952930,3,3,4271755,0.030000,0.030000,0.545000,0.359000,0.008000,0.007000,0.012000,0.117000,0.042000,32,0,0
com-lj.ungraph,3997962,69362378,12,13830244,7794390,4797348,3521798,3147234,3085846,3084146,3084142,3084132,3084130,124044044,37,3,9733778,0.030000,0.029992,0.747000,0.382000,0.008000,0.135000,0.016000,0.158000,0.048000,32,0,0
com-lj.ungraph,3997962,69362378,12,13832746,7846278,4975714,3991422,3780608,3758432,3758290,3758270,3758262,3758252,130097152,64,3,10780028,0.030000,0.029998,0.894000,0.499000,0.008000,0.194000,0.017000,0.141000,0.035000,32,0,0
com-lj.ungraph,3997962,69362378,15,13828918,7645386,4347002,2519740,1321208,902770,824482,817814,817802,817800,107294300,7,3,5815543,0.030000,0.029999,0.596000,0.371000,0.008000,0.030000,0.019000,0.129000,0.039000,32,0,0
com-lj.ungraph,3997962,69362378,15,13831916,7679986,4333980,2555290,1403700,1052846,986724,979238,976014,976014,109018146,8,3,5663393,0.030000,0.030000,0.610000,0.366000,0.008000,0.036000,0.022000,0.136000,0.042000,32,0,0
com-lj.ungraph,3997962,69362378,14,13828002,7758088,4523564,2923346,2210712,2023090,1999166,1995160,1995154,1995152,118594420,16,4,7412710,0.030000,0.029998,0.643000,0.375000,0.008000,0.067000,0.020000,0.131000,0.042000,32,0,0
com-lj.ungraph,3997962,69362378,16,13826150,7621136,4205628,2224222,729112,265966,191028,176870,176868,176868,100017434,3,4,4205007,0.030000,0.030000,0.646000,0.467000,0.008000,0.007000,0.013000,0.115000,0.036000,32,0,0
com-lj.ungraph,3997962,69362378,12,13822196,7830326,4780010,3516778,3143738,3082376,3079772,3079756,3079744,3079738,124016286,37,4,9431867,0.030000,0.029992,0.774000,0.388000,0.008000,0.143000,0.019000,0.174000,0.042000,32,0,0
com-lj.ungraph,3997962,69362378,12,13823856,7882534,5000636,3992776,3788632,3766522,3766148,3766140,3766136,3766132,130214148,64,4,10730308,0.030000,0.029998,0.931000,0.499000,0.008000,0.209000,0.018000,0.156000,0.041000,32,0,0
com-lj.ungraph,3997962,69362378,15,13842150,7750698,4354766,2547300,1308098,905962,823844,806204,803658,803658,107327006,7,4,5928932,0.030000,0.029999,0.706000,0.476000,0.008000,0.031000,0.018000,0.128000,0.045000,32,0,0
com-lj.ungraph,3997962,69362378,15,13825706,7673996,4377886,2580048,1418106,1054988,987732,975152,973736,973734,109072122,8,4,5952014,0.030000,0.030000,0.596000,0.362000,0.007000,0.032000,0.020000,0.129000,0.046000,32,0,0
com-lj.ungraph,3997962,69362378,14,13829684,7757850,4564388,2944472,2206794,2020730,2003834,2003252,2003246,2003222,118712738,16,5,7402792,0.030000,0.029998,0.651000,0.375000,0.008000,0.068000,0.019000,0.139000,0.042000,32,0,0
com-lj.ungraph,3997962,69362378,16,13824902,7722940,4146280,2246278,726342,272154,198152,177986,172962,172954,100061040,3,5,4457340,0.030000,0.030000,0.543000,0.349000,0.008000,0.007000,0.013000,0.117000,0.049000,32,0,0
com-lj.ungraph,3997962,69362378,12,13829112,7808970,4752872,3501016,3141986,3085010,3083698,3083694,3083690,3083686,123983484,37,5,9750301,0.030000,0.029992,0.756000,0.393000,0.008000,0.140000,0.015000,0.155000,0.045000,32,0,0
com-lj.ungraph,3997962,69362378,12,13830424,7884882,5012846,4010926,3795592,3773386,3772902,3772892,3772890,3772884,130307752,64,5,10848654,0.030000,0.029998,0.809000,0.395000,0.008000,0.186000,0.016000,0.157000,0.047000,32,0,0
com-lj.ungraph,3997962,69362378,15,13820396,7697486,4310318,2514034,1293300,891622,816026,794776,794768,794766,107063694,7,5,5731658,0.030000,0.029999,0.592000,0.368000,0.008000,0.029000,0.017000,0.134000,0.036000,32,0,0
com-lj.ungraph,3997962,69362378,15,13828654,7778158,4367812,2594978,1450330,1066314,989028,980404,979338,979338,109273422,8,5,5671030,0.030000,0.030000,0.714000,0.481000,0.008000,0.028000,0.016000,0.138000,0.043000,32,0,0
com-orkut.ungraph,3072441,234370166,12,46743912,29695204,17092862,8466062,4096864,3157998,3024708,3016370,3016352,3016350,361729548,16,1,33009791,0.030000,0.029994,1.580000,0.950000,0.006000,0.080000,0.020000,0.434000,0.090000,32,0,0
com-orkut.ungraph,3072441,234370166,15,46738562,27898586,14379012,5264222,804496,264088,195568,187272,187264,187264,331412820,3,1,13936527,0.030000,0.029999,1.283000,0.930000,0.006000,0.007000,0.013000,0.234000,0.093000,32,0,0
com-orkut.ungraph,3072441,234370166,11,46750558,30669540,19685454,12941086,2165638,2123504,2121210,2121210,2121208,2121208,359311990,37,1,42289847,0.030000,0.029996,1.707000,1.003000,0.006000,0.100000,0.021000,0.485000,0.092000,32,0,0
com-orkut.ungraph,3072441,234370166,10,46747184,31563836,22067386,16721258,3400312,3371670,3369484,3369448,3369428,3369424,371719596,64,1,48158091,0.030000,0.029994,1.751000,1.027000,0.006000,0.160000,0.020000,0.443000,0.095000,32,0,0
com-orkut.ungraph,3072441,234370166,14,46744678,29062120,15467476,6355374,1716712,892786,775664,760792,759668,759666,340703758,7,1,26217255,0.030000,0.029997,1.452000,0.931000,0.006000,0.025000,0.017000,0.387000,0.086000,32,0,0
com-orkut.ungraph,3072441,234370166,14,46727904,28986976,15891520,6611098,1894440,1082160,960586,947150,947128,947126,343154738,8,1,27165704,0.030000,0.029999,1.477000,0.936000,0.006000,0.028000,0.018000,0.392000,0.097000,32,0,0
com-orkut.ungraph,3072441,234370166,12,46737438,29883242,17044556,8483150,4093278,3153540,3031292,3022574,3022564,3022556,361909462,16,2,33853542,0.030000,0.029994,1.597000,0.966000,0.006000,0.078000,0.019000,0.444000,0.084000,32,0,0
com-orkut.ungraph,3072441,234370166,15,46742478,28403668,14498532,5344006,868018,273904,199630,189340,188496,188494,332209202,3,2,13350644,0.030000,0.029999,1.471000,1.125000,0.006000,0.006000,0.014000,0.224000,0.096000,32,0,0
com-orkut.ungraph,3072441,234370166,11,46737078,30749214,19642092,12854290,2160694,2119444,2117820,2117782,2117780,2117770,359221898,37,2,41557272,0.030000,0.029996,1.690000,0.987000,0.007000,0.109000,0.019000,0.475000,0.093000,32,0,0
com-orkut.ungraph,3072441,234370166,10,46728834,31705350,22096624,16763104,3418024,3386760,3385354,3385342,3385256,3385254,372010068,64,2,48881719,0.030000,0.029994,1.757000,0.993000,0.006000,0.152000,0.019000,0.491000,0.096000,32,0,0
com-orkut.ungraph,3072441,234370166,14,46750324,28835572,15435960,6197622,1678626,901132,773620,760344,760340,760336,340265382,7,2,26982580,0.030000,0.029999,1.466000,0.934000,0.006000,0.025000,0.017000,0.396000,0.088000,32,0,0
com-orkut.ungraph,3072441,234370166,14,46759490,29102470,15621982,6595958,1904184,1090000,971024,955884,955878,955876,343106404,8,2,26076887,0.030000,0.029999,1.463000,0.934000,0.006000,0.027000,0.017000,0.393000,0.086000,32,0,0
com-orkut.ungraph,3072441,234370166,12,46724498,29831266,17148494,8491012,4078566,3137310,3023186,3013782,3013772,3013760,361873316,16,3,32311422,0.030000,0.029999,1.754000,1.153000,0.006000,0.077000,0.019000,0.414000,0.085000,32,0,0
com-orkut.ungraph,3072441,234370166,15,46765866,28156454,14645074,5348150,822116,270370,204260,189228,187398,187386,332083398,3,3,14158373,0.030000,0.029999,1.448000,1.129000,0.006000,0.006000,0.013000,0.202000,0.092000,32,0,0
com-orkut.ungraph,3072441,234370166,11,46733252,30612166,19587930,12763432,2170896,2129384,2126834,2126796,2126780,2126766,359001168,37,3,42085659,0.030000,0.029996,1.718000,0.998000,0.006000,0.105000,0.019000,0.499000,0.091000,32,0,0
com-orkut.ungraph,3072441,234370166,10,46752438,31469744,22000580,16724544,3415328,3388650,3388184,3388166,3388164,3388160,371674124,64,3,49244045,0.030000,0.029994,1.745000,1.029000,0.006000,0.163000,0.021000,0.431000,0.095000,32,0,0
com-orkut.ungraph,3072441,234370166,14,46735400,28921288,15584128,6307062,1661162,891790,777938,766140,766130,766128,340611844,7,3,24415782,0.030000,0.029999,1.574000,1.130000,0.006000,0.023000,0.016000,0.305000,0.094000,32,0,0
com-orkut.ungraph,3072441,234370166,14,46747794,28813876,15627320,6498298,1924540,1101810,970898,964116,964108,964108,342803466,8,3,26026385,0.030000,0.029999,1.419000,0.942000,0.006000,0.027000,0.019000,0.328000,0.097000,32,0,0
com-orkut.ungraph,3072441,234370166,12,46743212,29920804,17127328,8476240,4057932,3169192,3027336,3019980,3019964,3019940,361991970,16,4,32149036,0.030000,0.029994,1.482000,0.954000,0.006000,0.077000,0.020000,0.336000,0.089000,32,0,0
com-orkut.ungraph,3072441,234370166,15,46735286,28168970,14294490,5226410,848020,259580,201462,192702,190642,190640,331631568,3,4,13647966,0.030000,0.030000,1.539000,1.184000,0.006000,0.007000,0.014000,0.240000,0.088000,32,0,0
com-orkut.ungraph,3072441,234370166,11,46727106,30668530,19695924,12871724,2170362,2129682,2127500,2127410,2127404,2127404,359270616,37,4,41782249,0.030000,0.029996,1.873000,1.154000,0.006000,0.109000,0.017000,0.498000,0.089000,32,0,0
com-orkut.ungraph,3072441,234370166,10,46735398,31741254,22052586,16742158,3437818,3404824,3404138,3404128,3404110,3404110,372100690,64,4,48245083,0.030000,0.029994,1.705000,0.959000,0.006000,0.166000,0.018000,0.461000,0.095000,32,0,0
com-orkut.ungraph,3072441,234370166,14,46732822,28760934,15343948,6206156,1685536,896220,777842,768120,768106,768104,340150364,7,4,25711944,0.030000,0.029999,1.403000,0.921000,0.006000,0.024000,0.016000,0.347000,0.089000,32,0,0
com-orkut.ungraph,3072441,234370166,14,46744018,29137764,15835776,6532568,1901512,1076126,964660,957994,956836,956830,343261556,8,4,27681593,0.030000,0.029999,1.460000,0.937000,0.006000,0.028000,0.020000,0.374000,0.095000,32,0,0
com-orkut.ungraph,3072441,234370166,12,46732058,29654834,17097958,8337130,4004796,3147616,3017956,3010724,3010720,3010714,361416084,16,5,31888483,0.030000,0.029994,1.534000,0.938000,0.006000,0.079000,0.018000,0.406000,0.087000,32,0,0
com-orkut.ungraph,3072441,234370166,15,46749496,28027836,14390212,5234646,831008,260710,197222,186080,186076,186076,331549908,3,5,13727796,0.030000,0.029999,1.249000,0.918000,0.006000,0.007000,0.014000,0.218000,0.086000,32,0,0
com-orkut.ungraph,3072441,234370166,11,46733198,30852990,19685684,12919706,2163172,2122552,2119690,2118942,2118940,2118938,359442912,37,5,42404679,0.030000,0.029996,1.681000,0.986000,0.006000,0.099000,0.020000,0.472000,0.098000,32,0,0
com-orkut.ungraph,3072441,234370166,10,46750990,31471596,21988556,16618152,3382096,3355706,3354856,3354838,3354832,3354828,371356616,64,5,49201315,0.030000,0.029994,1.962000,1.217000,0.006000,0.157000,0.017000,0.473000,0.092000,32,0,0
com-orkut.ungraph,3072441,234370166,14,46740220,28859150,15615374,6371742,1692458,893676,771914,756756,754764,754762,340599998,7,5,25621062,0.030000,0.029999,1.392000,0.933000,0.006000,0.026000,0.018000,0.321000,0.088000,32,0,0
com-orkut.ungraph,3072441,234370166,14,46741806,29158428,15771108,6580836,1926192,1086666,972446,955690,955656,955656,343297254,8,5,27332141,0.030000,0.029999,1.462000,0.922000,0.006000,0.027000,0.018000,0.398000,0.091000,32,0,0
debr_G_17.mtx,524288,2097146,7,1277578,834468,528734,329678,58074,57066,57010,57010,57010,57010,5239754,16,1,138061,0.030000,0.000031,0.085000,0.044000,0.000000,0.013000,0.005000,0.010000,0.013000,32,0,0
debr_G_17.mtx,524288,2097146,9,1284456,839594,530046,311556,170832,20622,20164,20152,20152,20152,5314720,3,1,79915,0.030000,0.000006,0.089000,0.050000,0.000000,0.003000,0.006000,0.012000,0.018000,32,0,0
debr_G_17.mtx,524288,2097146,6,1277086,833830,530626,371688,333224,330692,330692,330692,330692,330692,5774292,37,1,148166,0.030000,0.000212,0.115000,0.048000,0.000000,0.035000,0.004000,0.011000,0.017000,32,0,0
debr_G_17.mtx,524288,2097146,6,1278288,833900,544472,425682,411278,410904,410904,410904,410904,410904,6001670,64,1,160986,0.030000,0.000732,0.138000,0.057000,0.000000,0.045000,0.005000,0.010000,0.021000,32,0,0
debr_G_17.mtx,524288,2097146,8,1277212,832694,524812,314052,204298,40834,40622,40618,40618,40618,5372288,7,1,112208,0.030000,0.000013,0.092000,0.051000,0.000000,0.008000,0.005000,0.011000,0.017000,32,0,0
debr_G_17.mtx,524288,2097146,9,1276252,833238,526308,316356,52094,47526,47180,47168,47160,47160,5290428,8,1,116628,0.030000,0.000031,0.084000,0.048000,0.000000,0.008000,0.005000,0.011000,0.012000,32,0,0
debr_G_17.mtx,524288,2097146,7,1282740,835888,529272,330826,60528,59170,59088,59088,59088,59088,5254658,16,2,136021,0.030000,0.000061,0.096000,0.050000,0.000000,0.013000,0.005000,0.010000,0.018000,32,0,0
debr_G_17.mtx,524288,2097146,9,1278144,832992,524572,309758,171624,23692,22986,22956,22956,22956,5306826,3,2,78518,0.030000,0.000000,0.092000,0.054000,0.000000,0.004000,0.006000,0.012000,0.016000,32,0,0
debr_G_17.mtx,524288,2097146,6,1276228,832406,530638,370344,332372,329884,329884,329884,329884,329884,5769018,37,2,148629,0.030000,0.000141,0.114000,0.051000,0.000000,0.033000,0.004000,0.010000,0.016000,32,0,0
debr_G_17.mtx,524288,2097146,6,1277442,833432,544230,426772,411558,411088,411088,411088,411088,411088,6001668,64,2,160162,0.030000,0.003296,0.131000,0.056000,0.000000,0.043000,0.005000,0.010000,0.017000,32,0,0
debr_G_17.mtx,524288,2097146,8,1277322,832464,524918,314812,203858,40380,40142,40136,40136,40136,5371178,7,2,113360,0.030000,0.000013,0.090000,0.053000,0.000000,0.008000,0.006000,0.011000,0.012000,32,0,0
debr_G_17.mtx,524288,2097146,9,1276680,832086,524434,314342,48828,45380,45104,45086,45082,45082,5274168,8,2,117644,0.030000,0.000015,0.093000,0.053000,0.000000,0.008000,0.006000,0.011000,0.015000,32,0,0
debr_G_17.mtx,524288,2097146,7,1276852,833730,526198,329570,58226,57136,57086,57086,57086,57086,5235944,16,3,135068,0.030000,0.000061,0.083000,0.044000,0.000000,0.013000,0.005000,0.010000,0.011000,32,0,0
debr_G_17.mtx,524288,2097146,9,1277032,832376,526024,309234,169702,21380,20866,20850,20848,20848,5295458,3,3,79591,0.030000,0.000006,0.085000,0.051000,0.000000,0.003000,0.006000,0.012000,0.013000,32,0,0
debr_G_17.mtx,524288,2097146,6,1276914,832422,529848,370478,332804,330312,330312,330312,330312,330312,5769924,37,3,148506,0.030000,0.000423,0.111000,0.047000,0.000000,0.033000,0.004000,0.011000,0.016000,32,0,0
debr_G_17.mtx,524288,2097146,6,1278098,832486,544212,425796,411540,411152,411152,411152,411152,411152,6000430,64,3,164032,0.030000,0.000366,0.115000,0.046000,0.000000,0.045000,0.004000,0.011000,0.009000,32,0,0
debr_G_17.mtx,524288,2097146,8,1277436,833710,526990,311776,202470,39948,39780,39770,39770,39770,5369026,7,3,113900,0.030000,0.000027,0.093000,0.058000,0.000000,0.007000,0.005000,0.012000,0.011000,32,0,0
debr_G_17.mtx,524288,2097146,9,1276876,833538,525050,316110,52660,48040,47668,47652,47652,47652,5292392,8,3,119457,0.030000,0.000031,0.088000,0.052000,0.000000,0.007000,0.006000,0.011000,0.012000,32,0,0
debr_G_17.mtx,524288,2097146,7,1277802,834184,526956,331290,59380,58212,58164,58164,58164,58164,5243134,16,4,133527,0.030000,0.000061,0.085000,0.045000,0.000000,0.013000,0.005000,0.010000,0.012000,32,0,0
debr_G_17.mtx,524288,2097146,9,1276194,832224,526058,311584,169802,23330,22778,22750,22750,22750,5304616,3,4,77063,0.030000,0.000000,0.085000,0.050000,0.000000,0.003000,0.006000,0.012000,0.014000,32,0,0
debr_G_17.mtx,524288,2097146,6,1277034,831898,527716,370548,332696,330448,330448,330448,330448,330448,5767486,37,4,152522,0.030000,0.000212,0.108000,0.048000,0.000000,0.034000,0.004000,0.011000,0.011000,32,0,0
debr_G_17.mtx,524288,2097146,6,1276642,832750,543914,426228,411092,410678,410678,410678,410678,410678,5998450,64,4,158513,0.030000,0.000366,0.119000,0.050000,0.000000,0.047000,0.005000,0.010000,0.007000,32,0,0
debr_G_17.mtx,524288,2097146,8,1277460,832728,523430,310890,203324,41284,40970,40942,40942,40942,5368174,7,4,114718,0.030000,0.000027,0.091000,0.057000,0.000000,0.007000,0.005000,0.012000,0.010000,32,0,0
debr_G_17.mtx,524288,2097146,9,1276894,832606,525194,312258,48750,45212,44938,44928,44922,44922,5272848,8,4,119347,0.030000,0.000015,0.088000,0.055000,0.000000,0.009000,0.006000,0.010000,0.008000,32,0,0
debr_G_17.mtx,524288,2097146,7,1280390,834598,525984,332388,59536,58320,58294,58294,58294,58294,5246656,16,5,134742,0.030000,0.000153,0.095000,0.052000,0.000000,0.013000,0.005000,0.010000,0.015000,32,0,0
debr_G_17.mtx,524288,2097146,9,1277606,834052,526128,312006,169964,24342,23512,23468,23468,23468,5311692,3,5,80374,0.030000,0.000006,0.089000,0.049000,0.000000,0.004000,0.006000,0.012000,0.018000,32,0,0
debr_G_17.mtx,524288,2097146,6,1277234,834214,531258,370904,332108,329698,329698,329698,329698,329698,5772562,37,5,149072,0.030000,0.000423,0.106000,0.046000,0.000000,0.034000,0.004000,0.010000,0.012000,32,0,0
debr_G_17.mtx,524288,2097146,6,1276822,833124,544594,425420,410670,410252,410252,410252,410252,410252,5998028,64,5,161281,0.030000,0.000610,0.126000,0.051000,0.000000,0.043000,0.004000,0.010000,0.018000,32,0,0
debr_G_17.mtx,524288,2097146,8,1276876,832654,527012,313600,203098,41146,40872,40870,40870,40870,5373274,7,5,112097,0.030000,0.000040,0.088000,0.053000,0.000000,0.008000,0.005000,0.011000,0.011000,32,0,0
debr_G_17.mtx,524288,2097146,9,1277586,833018,524418,312084,51362,47164,46848,46832,46832,46832,5283290,8,5,115362,0.030000,0.000031,0.094000,0.052000,0.000000,0.008000,0.005000,0.012000,0.017000,32,0,0
debr_G_18.mtx,1048576,4194298,8,2560774,1677962,1068918,658984,446342,86358,85746,85730,85730,85730,10865112,16,1,257816,0.030000,0.000031,0.129000,0.071000,0.000000,0.013000,0.008000,0.019000,0.018000,32,0,0
debr_G_18.mtx,1048576,4194298,10,2559088,1675168,1065882,646674,357524,203536,30606,30160,30158,30158,10823252,3,1,150987,0.030000,0.000000,0.126000,0.073000,0.000000,0.003000,0.009000,0.024000,0.017000,32,0,0
debr_G_18.mtx,1048576,4194298,7,2560028,1675150,1067092,690252,131030,128458,128340,128340,128340,128340,10574648,37,1,288319,0.030000,0.000106,0.130000,0.064000,0.000000,0.027000,0.008000,0.018000,0.013000,32,0,0
debr_G_18.mtx,1048576,4194298,7,2560634,1676416,1075844,739964,635372,626250,626096,626096,626096,626096,12134874,64,1,298110,0.030000,0.003296,0.177000,0.067000,0.000000,0.069000,0.008000,0.019000,0.014000,32,0,0
debr_G_18.mtx,1048576,4194298,10,2560394,1676196,1067352,650228,392220,65742,62184,61926,61914,61914,10854368,7,1,221120,0.030000,0.000020,0.123000,0.074000,0.000000,0.008000,0.008000,0.019000,0.014000,32,0,0
debr_G_18.mtx,1048576,4194298,9,2558222,1674874,1066704,650404,398338,64782,62142,61976,61962,61962,10793702,8,1,226557,0.030000,0.000023,0.125000,0.071000,0.000000,0.009000,0.008000,0.021000,0.016000,32,0,0
debr_G_18.mtx,1048576,4194298,8,2560054,1675196,1066796,657726,444672,86410,85746,85738,85738,85738,10856636,16,2,256952,0.030000,0.000046,0.125000,0.070000,0.000000,0.012000,0.007000,0.019000,0.017000,32,0,0
debr_G_18.mtx,1048576,4194298,10,2559326,1674794,1070002,651166,359976,205556,30808,30410,30398,30398,10837132,3,2,147262,0.030000,0.000003,0.128000,0.076000,0.000000,0.004000,0.007000,0.024000,0.017000,32,0,0
debr_G_18.mtx,1048576,4194298,7,2560678,1675434,1069470,691528,131992,129044,128910,128910,128910,128910,10581354,37,2,285962,0.030000,0.000106,0.138000,0.074000,0.000000,0.025000,0.008000,0.017000,0.014000,32,0,0
debr_G_18.mtx,1048576,4194298,7,2559866,1678146,1074870,740892,635602,626020,625866,625866,625866,625866,12135560,64,2,298598,0.030000,0.000610,0.172000,0.068000,0.000000,0.064000,0.007000,0.019000,0.014000,32,0,0
debr_G_18.mtx,1048576,4194298,10,2560354,1677398,1071548,650608,391532,67826,64236,63958,63954,63954,10869666,7,2,212652,0.030000,0.000007,0.132000,0.075000,0.000000,0.009000,0.008000,0.021000,0.019000,32,0,0
debr_G_18.mtx,1048576,4194298,9,2561330,1677090,1068908,648076,398190,69006,65930,65754,65746,65746,10814328,8,2,223233,0.030000,0.000008,0.123000,0.072000,0.000000,0.008000,0.009000,0.021000,0.013000,32,0,0
debr_G_18.mtx,1048576,4194298,8,2560148,1676450,1068722,656646,444850,85750,85142,85124,85124,85124,10857130,16,3,257522,0.030000,0.000046,0.126000,0.072000,0.000000,0.013000,0.008000,0.019000,0.014000,32,0,0
debr_G_18.mtx,1048576,4194298,10,2559862,1676342,1065460,647380,361318,200768,29792,29474,29464,29462,10823620,3,3,147376,0.030000,0.000003,0.120000,0.072000,0.000000,0.004000,0.007000,0.023000,0.014000,32,0,0
debr_G_18.mtx,1048576,4194298,7,2559068,1675022,1068386,690406,129998,127296,127182,127182,127182,127182,10571656,37,3,286023,0.030000,0.000071,0.139000,0.073000,0.000000,0.024000,0.007000,0.018000,0.017000,32,0,0
debr_G_18.mtx,1048576,4194298,7,2559538,1676130,1075836,741812,636792,627290,627164,627164,627164,627164,12138860,64,3,301147,0.030000,0.000549,0.176000,0.074000,0.000000,0.058000,0.007000,0.019000,0.018000,32,0,0
debr_G_18.mtx,1048576,4194298,10,2560914,1676120,1067420,647968,388846,65666,62236,61970,61934,61932,10849304,7,3,212606,0.030000,0.000013,0.124000,0.074000,0.000000,0.008000,0.007000,0.021000,0.014000,32,0,0
debr_G_18.mtx,1048576,4194298,9,2559980,1676040,1066878,649882,397188,66646,63684,63434,63420,63420,10801450,8,3,222148,0.030000,0.000008,0.125000,0.073000,0.000000,0.009000,0.007000,0.020000,0.016000,32,0,0
debr_G_18.mtx,1048576,4194298,8,2558386,1674302,1066528,653608,440390,86380,85854,85848,85848,85848,10845594,16,4,258371,0.030000,0.000015,0.127000,0.071000,0.000000,0.014000,0.008000,0.018000,0.016000,32,0,0
debr_G_18.mtx,1048576,4194298,10,2559370,1675612,1068230,645090,360022,205026,29626,29222,29214,29214,10824924,3,4,152665,0.030000,0.000000,0.118000,0.067000,0.000000,0.003000,0.009000,0.024000,0.015000,32,0,0
debr_G_18.mtx,1048576,4194298,7,2559132,1675028,1066788,692110,131066,128192,128066,128066,128066,128066,10574680,37,4,290536,0.030000,0.000106,0.146000,0.072000,0.000000,0.035000,0.007000,0.017000,0.015000,32,0,0
